"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
3.037029929E2,4.870752152E1,2.195330910E0,1.071248399E2,1.538262939E2,1.490000010E0,1.896000061E2,1.065014158E0,3.790092468E0,2.500000000E0,2.400000000E1
3.047056473E2,4.870751142E1,2.195330140E0,1.065439637E2,1.532454224E2,1.210000038E0,1.886000061E2,1.066605515E0,3.790092468E0,2.500000000E0,2.400000000E1
3.057102799E2,4.870749719E1,2.195332450E0,1.063501114E2,1.530515747E2,1.779999971E0,1.765000000E2,1.068440336E0,3.790092468E0,2.500000000E0,2.400000000E1
3.067165077E2,4.870748123E1,2.195338800E0,1.062897443E2,1.529912109E2,2.089999914E0,1.735000000E2,1.069847045E0,3.790092468E0,2.500000000E0,2.400000000E1
3.077102574E2,4.870746860E1,2.195339900E0,1.058347836E2,1.525362549E2,1.539999962E0,1.856999969E2,1.070763348E0,3.790092468E0,2.500000000E0,2.400000000E1
3.087057487E2,4.870746043E1,2.195338270E0,1.046251847E2,1.513266602E2,1.259999990E0,1.923999939E2,1.071543393E0,3.790092468E0,2.500000000E0,2.500000000E1
3.097032563E2,4.870745347E1,2.195336940E0,1.040115947E2,1.507130737E2,1.070000052E0,1.928000031E2,1.072112243E0,3.790092468E0,2.500000000E0,2.500000000E1
3.107048443E2,4.870744847E1,2.195338580E0,1.029542204E2,1.496557007E2,8.999999762E-1,1.866999969E2,1.073054071E0,3.790092468E0,2.500000000E0,2.500000000E1
3.117101048E2,4.870744000E1,2.195338630E0,1.024338312E2,1.491353149E2,1.279999971E0,1.908999939E2,1.074454983E0,3.790092468E0,2.500000000E0,2.500000000E1
3.127054853E2,4.870742742E1,2.195339670E0,1.017444955E2,1.484459839E2,1.549999952E0,1.843000031E2,1.075711929E0,3.790092468E0,2.500000000E0,2.600000000E1
3.137084008E2,4.870741618E1,2.195341490E0,1.011212618E2,1.478227539E2,1.289999962E0,1.836000061E2,1.077240730E0,3.790092468E0,2.500000000E0,2.600000000E1
3.147078626E2,4.870740270E1,2.195337390E0,1.005439837E2,1.472454834E2,2.869999886E0,1.876999969E2,1.077917958E0,3.790092468E0,2.500000000E0,2.700000000E1
3.157138490E2,4.870739680E1,2.195335100E0,9.916147275E1,1.458629761E2,1.009999990E0,1.823999939E2,1.078476682E0,3.790092468E0,2.500000000E0,2.700000000E1
3.167105588E2,4.870739178E1,2.195334770E0,9.891305743E1,1.456145630E2,1.000000000E0,1.816999969E2,1.080033417E0,3.790092468E0,2.500000000E0,2.700000000E1
3.177228363E2,4.870737778E1,2.195334830E0,9.894955071E1,1.456510620E2,1.789999962E0,1.811000061E2,1.081269603E0,3.790092468E0,2.500000000E0,2.700000000E1
3.187146407E2,4.870736667E1,2.195334220E0,9.855611321E1,1.452576294E2,1.259999990E0,1.825000000E2,1.082606303E0,3.790092468E0,2.500000000E0,2.700000000E1
3.197278341E2,4.870735470E1,2.195335900E0,9.989576977E1,1.465972900E2,9.599999785E-1,1.861000061E2,1.083977357E0,3.790092468E0,2.500000000E0,2.700000000E1
3.207053707E2,4.870734261E1,2.195332230E0,9.922736693E1,1.459288940E2,8.899999857E-1,1.980000000E2,1.085746508E0,3.790092468E0,2.500000000E0,2.800000000E1
3.217028504E2,4.870732683E1,2.195329150E0,9.927978807E1,1.459813232E2,1.620000005E0,1.861999969E2,1.087159819E0,3.790092468E0,2.500000000E0,2.800000000E1
3.226989799E2,4.870731412E1,2.195329260E0,9.908910906E1,1.457906494E2,1.309999943E0,1.831000061E2,1.088515414E0,3.790092468E0,2.500000000E0,2.800000000E1
3.237038616E2,4.870730196E1,2.195330580E0,9.879082591E1,1.454923706E2,1.340000033E0,1.800000000E2,1.090094926E0,3.790092468E0,2.500000000E0,2.700000000E1
3.247114906E2,4.870728780E1,2.195332290E0,9.846403871E1,1.451655884E2,1.500000000E0,1.816999969E2,1.091391646E0,3.790092468E0,2.500000000E0,2.700000000E1
3.256971186E2,4.870727614E1,2.195331990E0,9.821800104E1,1.449195557E2,1.299999952E0,1.863999939E2,1.092142272E0,3.790092468E0,2.500000000E0,2.600000000E1
3.267104113E2,4.870726939E1,2.195332120E0,9.755662138E1,1.442581787E2,7.200000286E-1,1.843000031E2,1.092771663E0,3.790092468E0,2.500000000E0,2.400000000E1
3.276991727E2,4.870726373E1,2.195332040E0,9.664109166E1,1.433426514E2,7.900000215E-1,1.928999939E2,1.093783505E0,3.790092468E0,2.500000000E0,2.500000000E1
3.287098391E2,4.870725476E1,2.195329720E0,9.599045202E1,1.426920166E2,1.129999995E0,1.901000061E2,1.094800957E0,3.790092468E0,2.500000000E0,2.500000000E1
3.297025986E2,4.870724566E1,2.195328270E0,9.542172195E1,1.421232910E2,1.159999967E0,1.903000031E2,1.095621242E0,3.790092468E0,2.500000000E0,2.500000000E1
3.307079928E2,4.870723891E1,2.195323760E0,9.497457333E1,1.416761475E2,8.399999738E-1,2.065000000E2,1.096516177E0,3.790092468E0,2.500000000E0,2.600000000E1
3.317074798E2,4.870723183E1,2.195317960E0,9.426356893E1,1.409651489E2,1.059999943E0,1.973000031E2,1.098487043E0,3.790092468E0,2.500000000E0,2.600000000E1
3.327079270E2,4.870721427E1,2.195314310E0,9.425916532E1,1.409607544E2,2.150000095E0,1.863000031E2,1.100181656E0,3.790092468E0,2.500000000E0,2.600000000E1
3.337094476E2,4.870719903E1,2.195314340E0,9.435821911E1,1.410598145E2,1.789999962E0,1.788000031E2,1.102059698E0,3.790092468E0,2.500000000E0,2.500000000E1
3.347091568E2,4.870718235E1,2.195318360E0,9.441131486E1,1.411129150E2,1.990000010E0,1.706999969E2,1.103798603E0,3.790092468E0,2.500000000E0,2.600000000E1
3.357090972E2,4.870716683E1,2.195321270E0,9.442827772E1,1.411298828E2,1.909999967E0,1.691999969E2,1.105437491E0,3.790092468E0,2.500000000E0,2.600000000E1
3.367078546E2,4.870715211E1,2.195322400E0,9.482378004E1,1.415253906E2,1.840000033E0,1.778000031E2,1.107092553E0,3.790092468E0,2.500000000E0,2.600000000E1
3.377092632E2,4.870713747E1,2.195318330E0,9.448856686E1,1.411901855E2,1.840000033E0,1.836999969E2,1.108664567E0,3.790092468E0,2.500000000E0,2.600000000E1
3.387022304E2,4.870712357E1,2.195314420E0,9.414432087E1,1.408459473E2,1.779999971E0,1.861000061E2,1.109943410E0,3.790092468E0,2.500000000E0,2.500000000E1
3.397022341E2,4.870711207E1,2.195314640E0,9.375655990E1,1.404581909E2,1.440000057E0,1.803999939E2,1.111284640E0,3.790092468E0,2.500000000E0,2.600000000E1
3.407047950E2,4.870710001E1,2.195314970E0,9.338332512E1,1.400849609E2,1.519999981E0,1.825000000E2,1.113070271E0,3.790092468E0,2.500000000E0,2.600000000E1
3.417084464E2,4.870708397E1,2.195313800E0,9.252681157E1,1.392284546E2,1.970000029E0,1.841000061E2,1.114608401E0,3.790092468E0,2.500000000E0,2.800000000E1
3.427049206E2,4.870707024E1,2.195311250E0,9.275208538E1,1.394537354E2,1.679999948E0,1.845000000E2,1.115987802E0,3.790092468E0,2.500000000E0,2.700000000E1
3.437053843E2,4.870705792E1,2.195309050E0,9.194806307E1,1.386497192E2,1.490000010E0,1.953999939E2,1.117359949E0,3.790092468E0,2.500000000E0,2.600000000E1
3.447047992E2,4.870704558E1,2.195309020E0,9.177416881E1,1.384758301E2,1.649999976E0,1.860000000E2,1.118915036E0,3.790092468E0,2.500000000E0,2.600000000E1
3.457022395E2,4.870703160E1,2.195309600E0,9.163506423E1,1.383367310E2,1.769999981E0,1.821000061E2,1.120481480E0,3.790092468E0,2.500000000E0,2.700000000E1
3.467097146E2,4.870701752E1,2.195310290E0,9.160954608E1,1.383112183E2,1.740000010E0,1.821000061E2,1.121738242E0,3.790092468E0,2.500000000E0,2.800000000E1
3.477107522E2,4.870700623E1,2.195311090E0,9.116227621E1,1.378639526E2,1.470000029E0,1.846999969E2,1.123041592E0,3.790092468E0,2.500000000E0,2.800000000E1
3.487142850E2,4.870699452E1,2.195310310E0,9.066391894E1,1.373656006E2,1.559999943E0,1.866000061E2,1.124190753E0,3.790092468E0,2.500000000E0,2.800000000E1
3.497035392E2,4.870698419E1,2.195310780E0,9.002103162E1,1.367227173E2,1.639999986E0,1.823000031E2,1.125311602E0,3.790092468E0,2.500000000E0,2.900000000E1
3.507248767E2,4.870697411E1,2.195310740E0,8.962973106E1,1.363314209E2,1.559999943E0,1.836999969E2,1.126535863E0,3.790092468E0,2.500000000E0,2.900000000E1
3.517110491E2,4.870696310E1,2.195310790E0,8.914681639E1,1.358485107E2,1.639999986E0,1.821000061E2,1.127855407E0,3.790092468E0,2.500000000E0,3.000000000E1
3.527026276E2,4.870695146E1,2.195307290E0,8.881557203E1,1.355172729E2,1.669999957E0,1.886999969E2,1.129383597E0,3.790092468E0,2.500000000E0,3.000000000E1
3.537090311E2,4.870693827E1,2.195301440E0,8.844520230E1,1.351469116E2,1.870000005E0,1.941000061E2,1.130898525E0,3.790092468E0,2.500000000E0,3.000000000E1
3.547094737E2,4.870692472E1,2.195303590E0,8.848218511E1,1.351838989E2,1.820000052E0,1.758000031E2,1.132221012E0,3.790092468E0,2.500000000E0,3.100000000E1
3.557091021E2,4.870691286E1,2.195302240E0,8.785394468E1,1.345556641E2,1.570000052E0,1.843999939E2,1.133394774E0,3.790092468E0,2.500000000E0,3.000000000E1
3.567067693E2,4.870690235E1,2.195303730E0,8.738024725E1,1.340819702E2,1.370000005E0,1.775000000E2,1.135394364E0,3.790092468E0,2.500000000E0,2.900000000E1
3.577085097E2,4.870688439E1,2.195302360E0,8.662907949E1,1.333308105E2,2.200000048E0,1.831000061E2,1.137517356E0,3.790092468E0,2.500000000E0,2.900000000E1
3.587067818E2,4.870686555E1,2.195297670E0,8.649753859E1,1.331992798E2,2.200000048E0,1.880000000E2,1.139480275E0,3.790092468E0,2.500000000E0,2.900000000E1
3.597085256E2,4.870684790E1,2.195297180E0,8.670724787E1,1.334089966E2,2.059999943E0,1.796999969E2,1.141620142E0,3.790092468E0,2.500000000E0,2.900000000E1
3.607101357E2,4.870682869E1,2.195295440E0,8.675295440E1,1.334547119E2,2.240000010E0,1.838999939E2,1.143594531E0,3.790092468E0,2.500000000E0,2.900000000E1
3.617052119E2,4.870681109E1,2.195291880E0,8.701118509E1,1.337129517E2,2.140000105E0,1.865000000E2,1.145555078E0,3.790092468E0,2.500000000E0,3.000000000E1
3.627237250E2,4.870679439E1,2.195283310E0,8.830322709E1,1.350050049E2,2.190000057E0,1.963999939E2,1.147538316E0,3.790092468E0,2.500000000E0,3.000000000E1
3.637094756E2,4.870678235E1,2.195263370E0,8.716173253E1,1.338635254E2,2.089999914E0,2.080000000E2,1.149192751E0,3.790092468E0,2.500000000E0,3.000000000E1
3.647076053E2,4.870676925E1,2.195252680E0,8.666617728E1,1.333679810E2,2.119999886E0,1.896999969E2,1.150293565E0,3.790092468E0,2.500000000E0,3.000000000E1
3.657102937E2,4.870676107E1,2.195244230E0,8.595840596E1,1.326602173E2,1.590000033E0,1.901000061E2,1.151462054E0,3.790092468E0,2.500000000E0,3.100000000E1
3.667094211E2,4.870675132E1,2.195238290E0,8.575618946E1,1.324580078E2,1.600000024E0,1.943999939E2,1.152440356E0,3.790092468E0,2.500000000E0,3.100000000E1
3.677095853E2,4.870674382E1,2.195231320E0,8.563557736E1,1.323374023E2,1.399999976E0,1.983999939E2,1.153507794E0,3.790092468E0,2.500000000E0,3.100000000E1
3.687047343E2,4.870673518E1,2.195224980E0,8.561127860E1,1.323131104E2,1.409999967E0,1.993999939E2,1.154672674E0,3.790092468E0,2.500000000E0,3.000000000E1
3.697042889E2,4.870672572E1,2.195218160E0,8.524133716E1,1.319431763E2,1.399999976E0,2.020000000E2,1.155933964E0,3.790092468E0,2.500000000E0,3.100000000E1
3.707037014E2,4.870671582E1,2.195209770E0,8.470147287E1,1.314033203E2,1.419999957E0,2.025000000E2,1.157461690E0,3.790092468E0,2.500000000E0,3.200000000E1
3.717110513E2,4.870670253E1,2.195204490E0,8.454393298E1,1.312457886E2,1.710000038E0,1.936999969E2,1.158724330E0,3.790092468E0,2.500000000E0,3.200000000E1
3.727046520E2,4.870669151E1,2.195200340E0,8.391373835E1,1.306156006E2,1.450000048E0,1.980000000E2,1.159943686E0,3.790092468E0,2.500000000E0,3.200000000E1
3.737115405E2,4.870668086E1,2.195196380E0,8.338364163E1,1.300855103E2,1.549999952E0,2.023999939E2,1.161328102E0,3.790092468E0,2.500000000E0,3.200000000E1
3.747035776E2,4.870666889E1,2.195191190E0,8.314187381E1,1.298437500E2,1.450000048E0,1.998000031E2,1.162649455E0,3.790092468E0,2.500000000E0,3.200000000E1
3.757096037E2,4.870665724E1,2.195187640E0,8.284059768E1,1.295424805E2,1.480000019E0,1.910000000E2,1.164113027E0,3.790092468E0,2.500000000E0,3.200000000E1
3.766998603E2,4.870664421E1,2.195184820E0,8.294355719E1,1.296454468E2,1.480000019E0,1.928000031E2,1.165651322E0,3.790092468E0,2.500000000E0,3.200000000E1
3.777056416E2,4.870663040E1,2.195183580E0,8.308319931E1,1.297850952E2,1.450000048E0,1.901999969E2,1.167374886E0,3.790092468E0,2.500000000E0,3.200000000E1
3.786999907E2,4.870661493E1,2.195185050E0,8.328546419E1,1.299873657E2,1.539999962E0,1.820000000E2,1.169030561E0,3.790092468E0,2.500000000E0,3.100000000E1
3.797091620E2,4.870660005E1,2.195184230E0,8.279693226E1,1.294988403E2,1.519999981E0,1.833999939E2,1.170681331E0,3.790092468E0,2.500000000E0,2.900000000E1
3.807089736E2,4.870658524E1,2.195182670E0,8.243803864E1,1.291399536E2,1.539999962E0,1.856999969E2,1.172188217E0,3.790092468E0,2.500000000E0,3.000000000E1
3.817045198E2,4.870657224E1,2.195176870E0,8.214805232E1,1.288499756E2,1.539999962E0,2.006999969E2,1.173569339E0,3.790092468E0,2.500000000E0,3.000000000E1
3.827090310E2,4.870655999E1,2.195173760E0,8.230576054E1,1.290076904E2,1.509999990E0,1.886000061E2,1.174916382E0,3.790092468E0,2.500000000E0,3.000000000E1
3.837059485E2,4.870654789E1,2.195174650E0,8.205612222E1,1.287580566E2,1.500000000E0,1.816999969E2,1.176379692E0,3.790092468E0,2.500000000E0,2.900000000E1
3.847092543E2,4.870653479E1,2.195172750E0,8.172255873E1,1.284244995E2,1.480000019E0,1.885000000E2,1.177996527E0,3.790092468E0,2.500000000E0,3.000000000E1
3.857042910E2,4.870652025E1,2.195172940E0,8.153047520E1,1.282324219E2,1.600000024E0,1.805000000E2,1.179655596E0,3.790092468E0,2.500000000E0,2.900000000E1
3.867102140E2,4.870650533E1,2.195172780E0,8.142066673E1,1.281226196E2,1.580000043E0,1.821000061E2,1.181336489E0,3.790092468E0,2.500000000E0,2.900000000E1
3.877049353E2,4.870649033E1,2.195175620E0,8.137812048E1,1.280800781E2,1.559999943E0,1.746999969E2,1.182933217E0,3.790092468E0,2.500000000E0,2.900000000E1
3.887118890E2,4.870647599E1,2.195174480E0,8.109784056E1,1.277998047E2,1.529999971E0,1.833999939E2,1.184650069E0,3.790092468E0,2.500000000E0,2.800000000E1
3.897006978E2,4.870646055E1,2.195174520E0,8.110082494E1,1.278027954E2,1.669999957E0,1.756999969E2,1.186417524E0,3.790092468E0,2.500000000E0,2.800000000E1
3.907088424E2,4.870644469E1,2.195176120E0,8.083586561E1,1.275378418E2,1.690000057E0,1.763999939E2,1.188178107E0,3.790092468E0,2.500000000E0,2.700000000E1
3.917009675E2,4.870642886E1,2.195175630E0,8.052110054E1,1.272230835E2,1.639999986E0,1.816000061E2,1.189890171E0,3.790092468E0,2.500000000E0,2.700000000E1
3.927057168E2,4.870641349E1,2.195174250E0,8.048709692E1,1.271890869E2,1.710000038E0,1.806999969E2,1.191550694E0,3.790092468E0,2.500000000E0,2.700000000E1
3.937045952E2,4.870639857E1,2.195173290E0,8.026113814E1,1.269631348E2,1.590000033E0,1.843999939E2,1.193136537E0,3.790092468E0,2.500000000E0,2.700000000E1
3.947695457E2,4.870638432E1,2.195174170E0,8.063527822E1,1.273372803E2,1.519999981E0,1.836999969E2,1.194728167E0,3.790092468E0,2.500000000E0,2.700000000E1
3.957116443E2,4.870637010E1,2.195176650E0,8.057887714E1,1.272808838E2,1.610000014E0,1.761999969E2,1.196203144E0,3.790092468E0,2.500000000E0,2.800000000E1
3.967107268E2,4.870635684E1,2.195176110E0,8.071150080E1,1.274135132E2,1.519999981E0,1.861000061E2,1.197759593E0,3.790092468E0,2.500000000E0,2.900000000E1
3.977096590E2,4.870634303E1,2.195172650E0,8.099072919E1,1.276927490E2,1.549999952E0,1.918999939E2,1.199463194E0,3.790092468E0,2.500000000E0,2.900000000E1
3.987050056E2,4.870632776E1,2.195170760E0,8.060333181E1,1.273053589E2,1.649999976E0,1.918000031E2,1.201007982E0,3.790092468E0,2.500000000E0,2.900000000E1
3.997007660E2,4.870631417E1,2.195166390E0,7.991008669E1,1.266121216E2,1.500000000E0,1.948999939E2,1.202572501E0,3.790092468E0,2.500000000E0,2.900000000E1
4.007056348E2,4.870630028E1,2.195162990E0,7.969029165E1,1.263923340E2,1.529999971E0,1.908999939E2,1.204299448E0,3.790092468E0,2.500000000E0,2.900000000E1
4.017108243E2,4.870628475E1,2.195162750E0,7.954550974E1,1.262475586E2,1.610000014E0,1.820000000E2,1.206004764E0,3.790092468E0,2.500000000E0,2.900000000E1
4.027064124E2,4.870626951E1,2.195160150E0,7.931967206E1,1.260217285E2,1.500000000E0,1.858999939E2,1.207692245E0,3.790092468E0,2.500000000E0,2.900000000E1
4.037107739E2,4.870625434E1,2.195159510E0,7.923635250E1,1.259384155E2,1.629999995E0,1.791000061E2,1.209259831E0,3.790092468E0,2.500000000E0,2.900000000E1
4.047065396E2,4.870624028E1,2.195157950E0,7.910933176E1,1.258114014E2,1.500000000E0,1.823999939E2,1.211087512E0,3.790092468E0,2.500000000E0,3.000000000E1
4.057025345E2,4.870622387E1,2.195156530E0,7.893390924E1,1.256359863E2,1.649999976E0,1.841999969E2,1.212714073E0,3.790092468E0,2.500000000E0,2.900000000E1
4.067048997E2,4.870620936E1,2.195153720E0,7.870001512E1,1.254020996E2,1.460000038E0,1.855000000E2,1.214320254E0,3.790092468E0,2.500000000E0,2.900000000E1
4.077039585E2,4.870619492E1,2.195153160E0,7.853698399E1,1.252390747E2,1.490000010E0,1.863000031E2,1.215900419E0,3.790092468E0,2.500000000E0,2.800000000E1
4.087042606E2,4.870618075E1,2.195151530E0,7.819060281E1,1.248927002E2,1.480000019E0,1.898999939E2,1.217621779E0,3.790092468E0,2.500000000E0,2.900000000E1
4.097060760E2,4.870616527E1,2.195151330E0,7.806571840E1,1.247678223E2,1.529999971E0,1.866999969E2,1.219235339E0,3.790092468E0,2.500000000E0,2.900000000E1
4.107130014E2,4.870615076E1,2.195151060E0,7.800931580E1,1.247114258E2,1.500000000E0,1.840000000E2,1.220877380E0,3.790092468E0,2.500000000E0,2.900000000E1
4.117032199E2,4.870613600E1,2.195151760E0,7.808761818E1,1.247897339E2,1.500000000E0,1.820000000E2,1.222448959E0,3.790092468E0,2.500000000E0,2.900000000E1
4.127101949E2,4.870612187E1,2.195152240E0,7.803561065E1,1.247377319E2,1.529999971E0,1.840000000E2,1.224229173E0,3.790092468E0,2.500000000E0,2.800000000E1
4.137028973E2,4.870610594E1,2.195149820E0,7.788106185E1,1.245831909E2,1.659999967E0,1.863000031E2,1.226066098E0,3.790092468E0,2.500000000E0,2.800000000E1
4.147110821E2,4.870608954E1,2.195146810E0,7.779249156E1,1.244946289E2,1.690000057E0,1.838000031E2,1.227689793E0,3.790092468E0,2.500000000E0,2.700000000E1
4.157060239E2,4.870607499E1,2.195144940E0,7.756726489E1,1.242694092E2,1.539999962E0,1.863999939E2,1.229378287E0,3.790092468E0,2.500000000E0,2.900000000E1
4.167040617E2,4.870605981E1,2.195145530E0,7.731481753E1,1.240169678E2,1.490000010E0,1.810000000E2,1.231123170E0,3.790092468E0,2.500000000E0,2.900000000E1
4.177049764E2,4.870604412E1,2.195145920E0,7.721581224E1,1.239179688E2,1.559999943E0,1.813999939E2,1.232829276E0,3.790092468E0,2.500000000E0,3.000000000E1
4.187063156E2,4.870602940E1,2.195139360E0,7.711680383E1,1.238189697E2,1.539999962E0,1.955000000E2,1.234605304E0,3.790092468E0,2.500000000E0,3.000000000E1
4.197092341E2,4.870601559E1,2.195127200E0,7.650406004E1,1.232062378E2,1.539999962E0,2.106999969E2,1.236481449E0,3.790092468E0,2.500000000E0,3.000000000E1
4.207023620E2,4.870600290E1,2.195110350E0,7.640425380E1,1.231064453E2,1.549999952E0,2.241999969E2,1.238308224E0,3.790092468E0,2.500000000E0,2.900000000E1
4.217034673E2,4.870598956E1,2.195095820E0,7.599731956E1,1.226995239E2,1.500000000E0,2.220000000E2,1.240171300E0,3.790092468E0,2.500000000E0,2.900000000E1
4.227054854E2,4.870597963E1,2.195075370E0,7.618913861E1,1.228913574E2,1.570000052E0,2.456999969E2,1.241890291E0,3.790092468E0,2.500000000E0,2.900000000E1
4.237024876E2,4.870597710E1,2.195052260E0,7.633878406E1,1.230410156E2,1.570000052E0,2.656000061E2,1.243550605E0,3.790092468E0,2.500000000E0,2.900000000E1
4.247118673E2,4.870597745E1,2.195029640E0,7.614040849E1,1.228426514E2,1.610000014E0,2.738999939E2,1.245259304E0,3.790092468E0,2.500000000E0,2.900000000E1
4.257043329E2,4.870597817E1,2.195006380E0,7.566127103E1,1.223635254E2,1.669999957E0,2.743999939E2,1.246927972E0,3.790092468E0,2.500000000E0,2.900000000E1
4.267077443E2,4.870597971E1,2.194983760E0,7.518311079E1,1.218853760E2,1.549999952E0,2.771000061E2,1.248517995E0,3.790092468E0,2.500000000E0,2.900000000E1
4.277018882E2,4.870598056E1,2.194962130E0,7.482634970E1,1.215286255E2,1.529999971E0,2.735000000E2,1.250359906E0,3.790092468E0,2.500000000E0,2.900000000E1
4.287031146E2,4.870598249E1,2.194937200E0,7.473600584E1,1.214382935E2,1.690000057E0,2.738999939E2,1.252135720E0,3.790092468E0,2.500000000E0,2.900000000E1
4.297018491E2,4.870598454E1,2.194913200E0,7.462869472E1,1.213309937E2,1.669999957E0,2.747999878E2,1.253875327E0,3.790092468E0,2.500000000E0,2.900000000E1
4.307116907E2,4.870598650E1,2.194889680E0,7.449123244E1,1.211935425E2,1.600000024E0,2.767999878E2,1.255471943E0,3.790092468E0,2.500000000E0,2.900000000E1
4.317059019E2,4.870598735E1,2.194867960E0,7.421662462E1,1.209189453E2,1.529999971E0,2.753999939E2,1.257233834E0,3.790092468E0,2.500000000E0,2.800000000E1
4.327088990E2,4.870598725E1,2.194843950E0,7.417779406E1,1.208801270E2,1.669999957E0,2.716000061E2,1.258937071E0,3.790092468E0,2.500000000E0,2.700000000E1
4.337076296E2,4.870598534E1,2.194820920E0,7.415281823E1,1.208551636E2,1.480000019E0,2.682000122E2,1.260710275E0,3.790092468E0,2.500000000E0,2.700000000E1
4.347081325E2,4.870598393E1,2.194796850E0,7.439834989E1,1.211007080E2,1.629999995E0,2.687999878E2,1.262503321E0,3.790092468E0,2.500000000E0,2.700000000E1
4.357082555E2,4.870598139E1,2.194772720E0,7.455318281E1,1.212555542E2,1.629999995E0,2.647999878E2,1.264346593E0,3.790092468E0,2.500000000E0,2.800000000E1
4.367083490E2,4.870597779E1,2.194748200E0,7.460388913E1,1.213062744E2,1.710000038E0,2.556000061E2,1.266083213E0,3.790092468E0,2.500000000E0,2.800000000E1
4.377033166E2,4.870597618E1,2.194724660E0,7.463402791E1,1.213364258E2,1.549999952E0,2.633999939E2,1.267672482E0,3.790092468E0,2.500000000E0,2.800000000E1
4.386999073E2,4.870597279E1,2.194703620E0,7.500364476E1,1.217060547E2,1.500000000E0,2.588999939E2,1.269461907E0,3.790092468E0,2.500000000E0,2.900000000E1
4.397036730E2,4.870596966E1,2.194679700E0,7.488406349E1,1.215864868E2,1.559999943E0,2.638999939E2,1.271210871E0,3.790092468E0,2.500000000E0,2.900000000E1
4.407051781E2,4.870596746E1,2.194656100E0,7.488557650E1,1.215880127E2,1.509999990E0,2.612000122E2,1.272852837E0,3.790092468E0,2.500000000E0,2.900000000E1
4.417067387E2,4.870596491E1,2.194634060E0,7.513922640E1,1.218416748E2,1.519999981E0,2.617999878E2,1.274557571E0,3.790092468E0,2.500000000E0,3.000000000E1
4.427093337E2,4.870595882E1,2.194612740E0,7.537053634E1,1.220729980E2,1.490000010E0,2.577000122E2,1.276323293E0,3.790092468E0,2.500000000E0,3.000000000E1
4.437037037E2,4.870595214E1,2.194590910E0,7.564151862E1,1.223439941E2,1.549999952E0,2.503999939E2,1.278125799E0,3.790092468E0,2.500000000E0,3.000000000E1
4.447108668E2,4.870594540E1,2.194568570E0,7.593709779E1,1.226395874E2,1.580000043E0,2.516000061E2,1.279894607E0,3.790092468E0,2.500000000E0,3.000000000E1
4.457167637E2,4.870593985E1,2.194545980E0,7.621570956E1,1.229182129E2,1.490000010E0,2.536999969E2,1.281637518E0,3.790092468E0,2.500000000E0,3.000000000E1
4.467126485E2,4.870593872E1,2.194522290E0,7.647167854E1,1.231741943E2,1.500000000E0,2.646000061E2,1.283516677E0,3.790092468E0,2.500000000E0,3.000000000E1
4.477062947E2,4.870593976E1,2.194496730E0,7.659275977E1,1.232952881E2,1.610000014E0,2.727000122E2,1.285224968E0,3.790092468E0,2.500000000E0,3.000000000E1
4.487051340E2,4.870593977E1,2.194473450E0,7.635440570E1,1.230569458E2,1.429999948E0,2.753999939E2,1.286944936E0,3.790092468E0,2.500000000E0,3.000000000E1
4.497065962E2,4.870593850E1,2.194450090E0,7.664449344E1,1.233470459E2,1.529999971E0,2.658999939E2,1.288550613E0,3.790092468E0,2.500000000E0,3.100000000E1
4.507118939E2,4.870593718E1,2.194428300E0,7.655476018E1,1.232573242E2,1.470000029E0,2.693999939E2,1.290181989E0,3.790092468E0,2.500000000E0,3.100000000E1
4.517045940E2,4.870593653E1,2.194406090E0,7.656439222E1,1.232669678E2,1.490000010E0,2.696000061E2,NaN,3.790092468E0,2.500000000E0,3.100000000E1
